[2026-08-14T06:22:13.846Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_164kp-6._.js → 304 (12ms, ?B)
[2026-08-14T06:22:13.846Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_1amofcm._.js → 304 (14ms, ?B)
[2026-08-14T06:22:13.846Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0r5nbpw._.js → 304 (20ms, ?B)
[2026-08-14T06:22:13.846Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_1ybzpk2._.js → 304 (20ms, ?B)
[2026-08-14T06:22:13.846Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40swc_helpers_cjs_1r9vbqw._.js → 304 (21ms, ?B)
[2026-08-14T06:22:13.846Z] GET http://localhost:3000/_next/static/chunks/_1anvha4._.js → 304 (21ms, ?B)
[2026-08-14T06:22:13.846Z] GET http://localhost:3000/_next/static/chunks/turbopack-_01_ro95._.js → 304 (28ms, ?B)
[2026-08-14T06:22:13.846Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_1e9_p6y._.js → 304 (35ms, ?B)
[2026-08-14T06:22:13.846Z] GET http://localhost:3000/_next/static/chunks/src_app_layout_tsx_007e4b2._.js → 304 (35ms, ?B)
[2026-08-14T06:22:13.846Z] GET http://localhost:3000/_next/static/chunks/src_0aqel9s._.js → 200 (36ms, ?B)
[2026-08-14T06:22:13.846Z] GET http://localhost:3000/_next/static/chunks/node_modules_0secthy._.js → 200 (36ms, ?B)
[2026-08-14T06:22:13.846Z] GET http://localhost:3000/_next/static/chunks/src_app_directory_page_tsx_097lp6p._.js → 200 (36ms, ?B)
[2026-08-14T06:22:13.847Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_097lp6p.js → 304 (35ms, ?B)
[2026-08-14T06:22:13.847Z] GET http://localhost:3000/_next/static/chunks/node_modules_1zq98o-._.js → 200 (38ms, ?B)
[2026-08-14T06:22:13.849Z] GET http://localhost:3000/_next/static/chunks/src_0h4xi1i._.js → 200 (35ms, ?B)
[2026-08-14T06:22:13.849Z] GET http://localhost:3000/_next/static/chunks/src_app_directory_loading_tsx_097lp6p._.js → 200 (36ms, ?B)
[2026-08-14T06:22:13.849Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_0dfntjm._.js → 304 (35ms, ?B)
[2026-08-14T06:22:13.849Z] GET http://localhost:3000/_next/static/chunks/src_app_loading_tsx_097lp6p._.js → 304 (36ms, ?B)
[2026-08-14T06:22:13.880Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1mojsay._.js → 304 (6ms, ?B)
[2026-08-14T06:22:13.881Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1xch-cm._.js → 304 (5ms, ?B)
[2026-08-14T06:22:14.195Z] GET http://localhost:3000/login?next=%2Fdirectory → 200 (40ms, 14920B)
[2026-08-14T06:22:14.236Z] GET http://localhost:3000/_next/static/media/fraunces_latin_wght_italic-s.p.0by3gh2t3oa9b.woff2 → 200 (1ms, -300B)
[2026-08-14T06:22:14.237Z] GET http://localhost:3000/_next/static/media/fraunces_latin_wght_normal-s.p.1v4l5w6-86t-v.woff2 → 200 (?ms, -300B)
[2026-08-14T06:22:14.237Z] GET http://localhost:3000/_next/static/media/inter_latin_wght_normal-s.p.0gsaq8ukbf34m.woff2 → 200 (?ms, -300B)
[2026-08-14T06:22:14.237Z] GET http://localhost:3000/brand/rbw-mark.jpg → 304 (4ms, ?B)
[2026-08-14T06:22:14.239Z] GET http://localhost:3000/_next/static/chunks/src_app_16g7nni._.css → 304 (2ms, ?B)
[2026-08-14T06:22:14.239Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1xx01vv._.js → 304 (4ms, ?B)
[2026-08-14T06:22:14.239Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_090k2jm.js → 304 (4ms, ?B)
[2026-08-14T06:22:14.239Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-dom_096_9a-._.js → 304 (4ms, ?B)
[2026-08-14T06:22:14.240Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_164kp-6._.js → 304 (4ms, ?B)
[2026-08-14T06:22:14.240Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_1amofcm._.js → 304 (4ms, ?B)
[2026-08-14T06:22:14.240Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0r5nbpw._.js → 304 (5ms, ?B)
[2026-08-14T06:22:14.240Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_1ybzpk2._.js → 304 (5ms, ?B)
[2026-08-14T06:22:14.240Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40swc_helpers_cjs_1r9vbqw._.js → 304 (6ms, ?B)
[2026-08-14T06:22:14.240Z] GET http://localhost:3000/_next/static/chunks/_1anvha4._.js → 304 (6ms, ?B)
[2026-08-14T06:22:14.241Z] GET http://localhost:3000/_next/static/chunks/turbopack-_01_ro95._.js → 304 (5ms, ?B)
[2026-08-14T06:22:14.241Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_1e9_p6y._.js → 304 (14ms, ?B)
[2026-08-14T06:22:14.241Z] GET http://localhost:3000/_next/static/chunks/src_app_layout_tsx_007e4b2._.js → 304 (14ms, ?B)
[2026-08-14T06:22:14.241Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_07z50wt._.js → 200 (15ms, ?B)
[2026-08-14T06:22:14.241Z] GET http://localhost:3000/_next/static/chunks/src_app_(auth)_layout_tsx_097lp6p._.js → 200 (15ms, ?B)
[2026-08-14T06:22:14.241Z] GET http://localhost:3000/_next/static/chunks/node_modules_1zq98o-._.js → 304 (15ms, ?B)
[2026-08-14T06:22:14.241Z] GET http://localhost:3000/_next/static/chunks/src_0h4xi1i._.js → 304 (15ms, ?B)
[2026-08-14T06:22:14.241Z] GET http://localhost:3000/_next/static/chunks/src_app_not-found_tsx_097lp6p._.js → 200 (15ms, ?B)
[2026-08-14T06:22:14.241Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_097lp6p.js → 304 (16ms, ?B)
[2026-08-14T06:22:14.241Z] GET http://localhost:3000/_next/static/chunks/node_modules_0b7-gon._.js → 200 (16ms, ?B)
[2026-08-14T06:22:14.241Z] GET http://localhost:3000/_next/static/chunks/src_1azr4em._.js → 200 (16ms, ?B)
[2026-08-14T06:22:14.241Z] GET http://localhost:3000/_next/static/chunks/src_app_(auth)_login_page_tsx_1th9e49._.js → 200 (16ms, ?B)
[2026-08-14T06:22:14.241Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_0dfntjm._.js → 304 (16ms, ?B)
[2026-08-14T06:22:14.241Z] GET http://localhost:3000/_next/static/chunks/src_app_loading_tsx_097lp6p._.js → 304 (16ms, ?B)
[2026-08-14T06:22:14.255Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1mojsay._.js → 304 (3ms, ?B)
[2026-08-14T06:22:14.255Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1xch-cm._.js → 304 (3ms, ?B)
[2026-08-14T06:22:14.932Z] GET http://localhost:3000/ → 200 (28ms, 20529B)
[2026-08-14T06:22:14.962Z] GET http://localhost:3000/_next/static/media/fraunces_latin_wght_italic-s.p.0by3gh2t3oa9b.woff2 → 200 (?ms, -300B)
[2026-08-14T06:22:14.962Z] GET http://localhost:3000/_next/static/media/fraunces_latin_wght_normal-s.p.1v4l5w6-86t-v.woff2 → 200 (?ms, -300B)
[2026-08-14T06:22:14.962Z] GET http://localhost:3000/_next/static/media/inter_latin_wght_normal-s.p.0gsaq8ukbf34m.woff2 → 200 (?ms, -300B)
[2026-08-14T06:22:14.962Z] GET http://localhost:3000/brand/rbw-mark.jpg → 304 (4ms, ?B)
[2026-08-14T06:22:14.965Z] GET http://localhost:3000/_next/static/chunks/src_app_16g7nni._.css → 304 (1ms, ?B)
[2026-08-14T06:22:14.965Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1xx01vv._.js → 304 (7ms, ?B)
[2026-08-14T06:22:14.965Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_090k2jm.js → 304 (2ms, ?B)
[2026-08-14T06:22:14.965Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-dom_096_9a-._.js → 304 (4ms, ?B)
[2026-08-14T06:22:14.965Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_164kp-6._.js → 304 (8ms, ?B)
[2026-08-14T06:22:14.965Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_1amofcm._.js → 304 (8ms, ?B)
[2026-08-14T06:22:14.965Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0r5nbpw._.js → 304 (8ms, ?B)
[2026-08-14T06:22:14.965Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_1ybzpk2._.js → 304 (8ms, ?B)
[2026-08-14T06:22:14.965Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40swc_helpers_cjs_1r9vbqw._.js → 304 (9ms, ?B)
[2026-08-14T06:22:14.965Z] GET http://localhost:3000/_next/static/chunks/_1anvha4._.js → 304 (8ms, ?B)
[2026-08-14T06:22:14.965Z] GET http://localhost:3000/_next/static/chunks/turbopack-_01_ro95._.js → 304 (9ms, ?B)
[2026-08-14T06:22:14.965Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_1e9_p6y._.js → 304 (15ms, ?B)
[2026-08-14T06:22:14.965Z] GET http://localhost:3000/_next/static/chunks/src_app_layout_tsx_007e4b2._.js → 304 (15ms, ?B)
[2026-08-14T06:22:14.965Z] GET http://localhost:3000/_next/static/chunks/src_0f28kzj._.js → 304 (16ms, ?B)
[2026-08-14T06:22:14.965Z] GET http://localhost:3000/_next/static/chunks/node_modules_1xb-__p._.js → 304 (17ms, ?B)
[2026-08-14T06:22:14.965Z] GET http://localhost:3000/_next/static/chunks/src_app_page_tsx_097lp6p._.js → 304 (17ms, ?B)
[2026-08-14T06:22:14.965Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_097lp6p.js → 304 (17ms, ?B)
[2026-08-14T06:22:14.965Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_0dfntjm._.js → 304 (17ms, ?B)
[2026-08-14T06:22:14.966Z] GET http://localhost:3000/_next/static/chunks/src_app_loading_tsx_097lp6p._.js → 304 (16ms, ?B)
[2026-08-14T06:22:14.966Z] GET http://localhost:3000/brand/rotary-hero-poster.jpg → 304 (1ms, ?B)
[2026-08-14T06:22:14.980Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1mojsay._.js → 304 (3ms, ?B)
[2026-08-14T06:22:14.980Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1xch-cm._.js → 304 (4ms, ?B)
[2026-08-14T06:22:45.720Z] GET http://localhost:3000/ → 200 (52ms, 20529B)
[2026-08-14T06:22:45.778Z] GET http://localhost:3000/_next/static/media/fraunces_latin_wght_italic-s.p.0by3gh2t3oa9b.woff2 → 200 (?ms, -300B)
[2026-08-14T06:22:45.780Z] GET http://localhost:3000/_next/static/media/fraunces_latin_wght_normal-s.p.1v4l5w6-86t-v.woff2 → 200 (?ms, -300B)
[2026-08-14T06:22:45.780Z] GET http://localhost:3000/_next/static/media/inter_latin_wght_normal-s.p.0gsaq8ukbf34m.woff2 → 200 (1ms, -300B)
[2026-08-14T06:22:45.781Z] GET http://localhost:3000/brand/rbw-mark.jpg → 304 (26ms, ?B)
[2026-08-14T06:22:45.806Z] GET http://localhost:3000/_next/static/chunks/src_app_16g7nni._.css → 304 (2ms, ?B)
[2026-08-14T06:22:45.806Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1xx01vv._.js → 200 (21ms, ?B)
[2026-08-14T06:22:45.806Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_090k2jm.js → 200 (32ms, ?B)
[2026-08-14T06:22:45.806Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-dom_096_9a-._.js → 200 (21ms, ?B)
[2026-08-14T06:22:45.806Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_164kp-6._.js → 200 (21ms, ?B)
[2026-08-14T06:22:45.806Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_1amofcm._.js → 200 (26ms, ?B)
[2026-08-14T06:22:45.806Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0r5nbpw._.js → 200 (30ms, ?B)
[2026-08-14T06:22:45.806Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_1ybzpk2._.js → 200 (27ms, ?B)
[2026-08-14T06:22:45.806Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40swc_helpers_cjs_1r9vbqw._.js → 200 (29ms, ?B)
[2026-08-14T06:22:45.806Z] GET http://localhost:3000/_next/static/chunks/_1anvha4._.js → 200 (30ms, ?B)
[2026-08-14T06:22:45.806Z] GET http://localhost:3000/_next/static/chunks/turbopack-_01_ro95._.js → 200 (32ms, ?B)
[2026-08-14T06:22:45.806Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_1e9_p6y._.js → 200 (41ms, ?B)
[2026-08-14T06:22:45.806Z] GET http://localhost:3000/_next/static/chunks/src_app_layout_tsx_007e4b2._.js → 200 (40ms, ?B)
[2026-08-14T06:22:45.806Z] GET http://localhost:3000/_next/static/chunks/src_0f28kzj._.js → 200 (41ms, ?B)
[2026-08-14T06:22:45.807Z] GET http://localhost:3000/_next/static/chunks/node_modules_1xb-__p._.js → 200 (43ms, ?B)
[2026-08-14T06:22:45.807Z] GET http://localhost:3000/_next/static/chunks/src_app_page_tsx_097lp6p._.js → 200 (41ms, ?B)
[2026-08-14T06:22:45.807Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_097lp6p.js → 200 (42ms, ?B)
[2026-08-14T06:22:45.807Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_0dfntjm._.js → 200 (43ms, ?B)
[2026-08-14T06:22:45.807Z] GET http://localhost:3000/_next/static/chunks/src_app_loading_tsx_097lp6p._.js → 200 (41ms, ?B)
[2026-08-14T06:22:45.807Z] GET http://localhost:3000/brand/rotary-hero-poster.jpg → 304 (18ms, ?B)
[2026-08-14T06:22:45.846Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1mojsay._.js → 200 (4ms, ?B)
[2026-08-14T06:22:45.846Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1xch-cm._.js → 200 (10ms, ?B)
[2026-08-14T06:22:46.472Z] GET http://localhost:3000/_next/static/chunks/src_app_16g7nni._.css → 304 (6ms, ?B)
[2026-08-14T06:27:52.114Z] GET http://localhost:3000/?_rsc=S6a9uUP7K7vJlGgZ → pending (?ms, ?B)
[2026-08-14T06:27:52.115Z] GET http://localhost:3000/?_rsc=S6a9uUP7K7vJlGgZ → pending (?ms, ?B)
[2026-08-14T06:27:52.116Z] GET http://localhost:3000/?_rsc=S6a9uUP7K7vJlGgZ → 200 (60ms, ?B)
[2026-08-14T06:27:52.116Z] GET http://localhost:3000/?_rsc=S6a9uUP7K7vJlGgZ → 200 (44ms, ?B)
[2026-08-14T06:27:52.127Z] GET http://localhost:3000/_next/static/chunks/src_app_16g7nni._.css → 200 (40ms, 13222B)
[2026-08-14T06:30:54.209Z] GET http://localhost:3000/?_rsc=S6a9uUP7K7vJlGgZ → 200 (37ms, 12881B)
[2026-08-14T06:30:54.223Z] GET http://localhost:3000/_next/static/chunks/src_app_16g7nni._.css → 200 (32ms, 13250B)
[2026-08-14T06:30:59.625Z] GET http://localhost:3000/?_rsc=S6a9uUP7K7vJlGgZ → 200 (11ms, 12962B)
[2026-08-14T06:30:59.639Z] GET http://localhost:3000/_next/static/chunks/src_app_16g7nni._.css → 200 (12ms, 13431B)
[2026-08-14T06:37:02.965Z] GET http://localhost:3000/__nextjs_font/geist-latin.woff2 → 200 (15ms, 28369B)
